blk_no,postal_code,entity_id,latitude,longitude,hawker_centre_name,hawker_centre_type,hawker_centre_postal_code,hawker_centre_location,hawker_centre_latitude,hawker_centre_longitude,euclidean_distance_to_nearest_hawker_centre_km,nearest_hawker_centre_estimated_walking_km,walking_time_to_nearest_hawker_centre_mins
739,640739,8924,1.3462880485168536,103.69998404763197,Blks 221 A/B Boon Lay Place,MHC,641221,"Blk 221A/B, Boon Lay Place, S(641221/642221)",1.34522406539603,103.71280068325645,1.4313,1.7175,21.47
865A,641865,6555,1.3501847147295414,103.69506394243194,Blks 221 A/B Boon Lay Place,MHC,641221,"Blk 221A/B, Boon Lay Place, S(641221/642221)",1.34522406539603,103.71280068325645,2.0497,2.4596,30.75
514,460514,3423,1.3322053380553798,103.92892617321974,Blk 511 Bedok North Street 3,MHC,460511,"Blk 511, Bedok North Street 3, S(460511)",1.3330094778822423,103.93045597164073,0.1924,0.2308,2.89
656,730656,9128,1.4369808024867103,103.7991491367069,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.57,3.084,38.55
247,521247,9845,1.3522667226493688,103.9469223620803,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,0.7808,0.937,11.71
317,530317,11050681,1.365273569715573,103.89644101364631,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.3456,1.6147,20.18
160,730160,216,1.4333185512501347,103.77469158599186,Blk 4A Woodlands Centre Road,HC,731004,"Blk 4A, Woodlands Centre Road, S(731004)",1.4410842154426942,103.77007681196069,1.0055,1.2066,15.08
41,140041,544,1.2986157519802788,103.80195753003235,Blks 1A/ 2A/ 3A Commonwealth Drive,HC,141001,"Blk 1A/ 2A/ 3A, Commonwealth Drive, S(141001/141002/141003)",1.2997307173909427,103.79783554496932,0.4752,0.5703,7.13
256D,824256,2070,1.4049798175330221,103.89589475699623,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.2252,6.2702,78.38
616A,821616,10159,1.401257487570853,103.91269787012175,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.5527,6.6632,83.29
157,520157,10656,1.3445074580266814,103.95930071584213,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.6382,1.9658,24.57
447B,792447,4447,1.3924485693933621,103.87307678130264,Blk 527 Ang Mo Kio Ave 10,MHC,560527,"Blk 527, Ang Mo Kio Ave 10, S(560527)",1.372772089820446,103.85445796431361,3.0152,3.6182,45.23
179,560179,4734,1.3769239961747128,103.83622048588444,Blks 160/162 Ang Mo Kio Ave 4,MHC,560160,"Blk 160/162, Ang Mo Kio Ave 4, S(560160/560162)",1.3742826190622583,103.83897722017583,0.4249,0.5099,6.37
84,440084,2409,1.3022848508766975,103.9064605385638,Blk 84 Marine Parade Central,MHC,440084,"Blk 84, Marine Parade Central, S(440084)",1.3022852161912308,103.90633860433309,0.0136,0.0163,0.2
351A,751351,732,1.4503847120226874,103.82021038367513,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,2.2895,2.7473,34.34
137,520137,3247,1.3476079936733574,103.95631607769003,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.3195,1.5834,19.79
504,730504,10842,1.4328639430848562,103.79134359660877,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,1.9841,2.3809,29.76
126,380126,12273,1.323633523191403,103.8821228326056,Blk 89 Circuit Road,MHC,370089,"Blk 89, Circuit Road, S(370089)",1.3235797144355141,103.88543884518086,0.3691,0.4429,5.54
158,520158,10657,1.3443575499674203,103.95967087073397,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.6806,2.0167,25.21
16,530016,3777,1.362809587985884,103.89104467634132,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,0.6931,0.8317,10.4
644A,651644,7593,1.3486902661346474,103.75143296119256,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,1.6304,1.9564,24.46
672D,824672,9846,1.4076835613110181,103.91091095983457,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,6.0763,7.2915,91.14
446,760446,6305,1.4230254463360135,103.84503918577852,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,2.0775,2.4931,31.16
194B,652194,10153,1.3451383547392326,103.7448742513104,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,0.8151,0.9781,12.23
60,160060,8892,1.2843977612111144,103.83310678977175,Tiong Bahru Market,MHC,168898,"30, Seng Poh Road, S(168898)",1.2847855701797928,103.83218156721784,0.1117,0.134,1.67
498H,526498,7717,1.362944268110892,103.95738670246662,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.3933,2.872,35.9
414,650414,6728,1.3635926195543515,103.74597690798647,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,2.4186,2.9023,36.28
137,820137,4986,1.3923562939777643,103.90942158328424,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.5256,5.4307,67.88
492,640492,12181,1.3497987547591728,103.72492239119128,Blk 505 Jurong West Street 52,MHC,640505,"Blk 505, Jurong West Street 52, S(640505)",1.3496572879772837,103.71844368450239,0.7212,0.8654,10.82
240,520240,9924,1.3549823553326168,103.9471340469851,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.0769,1.2923,16.15
205,680205,10415,1.380913347667832,103.74852733853378,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,4.3357,5.2029,65.04
656,530656,1109,1.3733702551972613,103.88169232069062,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.6628,1.9954,24.94
229,550229,7172,1.3559633283160792,103.8701971250509,Serangoon Garden Market,MHC,555945,"49A, Serangoon Garden Way, S(555945)",1.3630850026687606,103.86672495312547,0.8819,1.0583,13.23
130,510130,7210,1.3654875301660168,103.95688371185271,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.5968,3.1161,38.95
259,570259,1741,1.359907119535656,103.84225759337306,Blk 341 Ang Mo Kio Ave 1,MHC,560341,"Blk 341, Ang Mo Kio Ave 1, S(560341)",1.363845167386306,103.84806730049579,0.7812,0.9374,11.72
655,670655,302,1.3872907201363585,103.76430813256462,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,5.4822,6.5787,82.23
28C,133028,3117,1.305740903655078,103.782241071625,Blk 20 Ghim Moh Road,MHC,270020,"Blk 20, Ghim Moh Road, S(270020)",1.310996635759871,103.7882303156896,0.8869,1.0643,13.3
435,680435,11305,1.3850653890789157,103.74107182462767,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,4.5745,5.4895,68.62
56,461056,2743,1.3248408999488253,103.94105312762994,Blk 58 New Upper Changi Road,MHC,461058,"Blk 58, New Upper Changi Road, S(461058)",1.3242008820651516,103.94112528450631,0.0717,0.086,1.08
28,152028,1136,1.2864474362469096,103.80975468408853,ABC Brickworks Market & Food Centre,MHC,150006,"Blk 6, Jalan Bukit Merah, S(150006)",1.2869527547026849,103.80812801459288,0.1896,0.2275,2.84
243,670243,4537,1.380522236938519,103.77139940740531,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,4.6006,5.5207,69.01
782B,732782,1836,1.4474019480786506,103.80313649761894,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.946,3.5352,44.19
43,210043,688,1.31537083177373,103.84946419984,Pek Kio Market & Food Centre,MHC,211041,"Blk 41A, Cambridge Road, S(211041)",1.3161599942339943,103.85022513135027,0.122,0.1464,1.83
455A,561455,10409,1.3681695992576002,103.85753884319718,Blk 453A Ang Mo Kio Ave 10,MHC,561453,"Blk 453A, Ang Mo Kio Ave 10, S(561453)",1.3682513033780996,103.85630867728055,0.1372,0.1646,2.06
273C,578273,9354,1.3559921334562512,103.84371847730286,Blk 320 Shunfu Road,MHC,570320,"Blk 320, Shunfu Road, S(570320)",1.3520255628362494,103.83696451400358,0.8717,1.0461,13.08
70A,101070,10079,1.2764285356723906,103.81119919143016,Blk 82 Telok Blangah Drive,MK,100082,"Blk 82, Telok Blangah Drive, S(100082)",1.2738912107264204,103.80790065266949,0.4632,0.5558,6.95
3,090003,4114,1.2786658224904577,103.81753462828975,Blk 11 Telok Blangah Crescent,MHC,90011,"Blk 11, Telok Blangah Crescent, S(090011)",1.277366898695681,103.81864170498996,0.19,0.228,2.85
172D,544172,12937,1.387560602085325,103.9110101759292,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.2145,5.0574,63.22
466,760466,12941,1.425859910190176,103.85000149457889,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,2.4832,2.9798,37.25
65,460065,2924,1.3246503421148257,103.93974415078634,Blk 58 New Upper Changi Road,MHC,461058,"Blk 58, New Upper Changi Road, S(461058)",1.3242008820651516,103.94112528450631,0.1616,0.194,2.42
137,550137,11865,1.3678002999840533,103.875151630755,Chomp Chomp Food Centre,HC,557269,"20, Kensington Park Road, S(557269)",1.3642325151486436,103.8665270206699,1.0387,1.2465,15.58
103A,541103,4673,1.3831587501246712,103.9006821060863,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.1356,3.7628,47.03
536,050536,1614,1.2849445286966767,103.84561883931177,Hong Lim Market & Food Centre,MHC,51531,"Blk 531A, Upper Cross Street, S(051531)",1.2852990869358154,103.84582381073758,0.0456,0.0547,0.68
121,470121,3621,1.3312786211288636,103.91000594589747,Blk 630 Bedok Reservoir Road,MHC,470630,"Blk 630, Bedok Reservoir Road, S(470630)",1.333159291179886,103.91405397906551,0.4968,0.5961,7.45
458A,511458,1839,1.3717641339500601,103.9602031757889,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,3.3858,4.0629,50.79
153,460153,12235,1.3190445239876938,103.9469765883419,Blk 58 New Upper Changi Road,MHC,461058,"Blk 58, New Upper Changi Road, S(461058)",1.3242008820651516,103.94112528450631,0.8681,1.0417,13.02
84,320084,5393,1.3231902799740978,103.85702670124424,Blk 90 Whampoa Drive,MHC,320090,"Blk 90, Whampoa Drive, S(320090)",1.3230640283908381,103.8549950810287,0.2265,0.2718,3.4
932B,532932,10661,1.3752254505894097,103.88222497843199,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.8468,2.2161,27.7
188A,461188,10518,1.3315773278433416,103.94125488199553,Blk 85 Bedok North Street 4,MHC,460085,"Blk 85, Bedok North Street 4, S(460085)",1.3320577697615454,103.93871502759151,0.2877,0.3452,4.32
17,400017,2507,1.3233239723247585,103.90441086122885,Blk 4A Eunos Crescent,MHC,402004,"Blk 4A, Eunos Crescent, S(402004)",1.3203283582527159,103.90426225727037,0.3339,0.4007,5.01
665,730665,5357,1.438084310357086,103.79767765772706,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.3796,2.8556,35.69
154,540154,4047,1.3911038735040004,103.90690603297944,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.2532,5.1039,63.8
562,510562,4956,1.3673992695914692,103.9502075660698,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.5007,3.0009,37.51
878,730878,2590,1.445425572228628,103.7919929815543,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,1.6872,2.0246,25.31
933A,531933,10664,1.3757868934968485,103.88203230591252,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.9125,2.295,28.69
601B,512601,10787,1.3776624061849254,103.94380703799077,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,3.5659,4.2791,53.49
626,650626,4273,1.351790992072431,103.74900804094513,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,1.558,1.8696,23.37
214C,363214,12812,1.343649943127549,103.8760762103694,Blk 105 Hougang Ave 1,MHC,530105,"Blk 105, Hougang Ave 1, S(530105)",1.353847276305833,103.89009415456503,1.9293,2.3152,28.94
10,330010,928,1.3154075526194016,103.86089907567202,Blk 29 Bendemeer Road,MHC,330029,"Blk 29, Bendemeer Road, S(330029)",1.3192166867721016,103.86302092555596,0.4854,0.5824,7.28
285,570285,6431,1.358844827313963,103.84385422049563,Blk 341 Ang Mo Kio Ave 1,MHC,560341,"Blk 341, Ang Mo Kio Ave 1, S(560341)",1.363845167386306,103.84806730049579,0.7278,0.8734,10.92
9A,181009,5766,1.3033300315883776,103.85062555401026,Tekka Market,MHC,210665,"Blk 665, Buffalo Road, S(210665)",1.3061777390370815,103.85060998587294,0.317,0.3804,4.76
533A,671533,3435,1.3851603525332445,103.76354137366933,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,5.2739,6.3287,79.11
448,510448,11055395,1.3705908532884983,103.95810085591934,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,3.1566,3.7879,47.35
334,610334,6910,1.339279985549727,103.72274720463379,Taman Jurong Market & Food Centre,MHC,618499,"3, Yung Sheng Road, S(618499)",1.3345893785047198,103.72151991984624,0.5397,0.6477,8.1
431,120431,6787,1.313605974966683,103.76247479289398,Blk 448 Clementi Ave 3,MHC,120448,"Blk 448, Clementi Ave 3, S(120448)",1.3133196935787859,103.76451719342104,0.2295,0.2754,3.44
126D,824126,2604,1.3937991158141672,103.91109303778609,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.7643,5.7171,71.46
137,570137,7728,1.344415437390917,103.85181326332923,Blk 210 Toa Payoh Lorong 8,MHC,310210,"Blk 210, Lorong 8 Toa Payoh, S(310210)",1.340252082146037,103.85433383564761,0.5417,0.6501,8.13
829,730829,2729,1.4394690288714573,103.79025250447803,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,1.542,1.8504,23.13
7A,141007,8489,1.3067428831606651,103.79503947185927,Blk 44 Holland Drive,MHC,270044,"Blk 44, Holland Drive, S(270044)",1.3081178097428563,103.79277377894006,0.295,0.354,4.42
683B,822683,11053042,1.4046857857852626,103.91485462987524,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,6.0035,7.2042,90.05
624B,522624,11051984,1.3620749156356453,103.94121364136188,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.8685,2.2423,28.03
572,730572,11253,1.430945266696444,103.78929528986923,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,1.9509,2.3411,29.26
325C,543325,7582,1.393217309626474,103.89135274154164,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.8452,4.6142,57.68
274,510274,5996,1.3641660655220416,103.96415265108187,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.9961,3.5953,44.94
94A,460094,11054949,1.3334576282106239,103.94195763412407,Blk 85 Bedok North Street 4,MHC,460085,"Blk 85, Bedok North Street 4, S(460085)",1.3320577697615454,103.93871502759151,0.3931,0.4717,5.9
112,530112,6604,1.3544392965952876,103.88854136072261,Blk 105 Hougang Ave 1,MHC,530105,"Blk 105, Hougang Ave 1, S(530105)",1.353847276305833,103.89009415456503,0.1849,0.2219,2.77
99C,312099,7836,1.3390860424514357,103.84754144665573,Blk 93 Toa Payoh Lorong 4,MHC,310093,"Blk 93, Lorong 4 Toa Payoh, S(310093)",1.3384173345496262,103.8494849687951,0.2287,0.2745,3.43
126,650126,10717,1.3518950352810106,103.74673066304214,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,1.3702,1.6442,20.55
133,730133,8773,1.4375794161452178,103.77815203404286,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,0.6618,0.7941,9.93
152C,463152,12466,1.3187360212149608,103.94712083413896,Blk 58 New Upper Changi Road,MHC,461058,"Blk 58, New Upper Changi Road, S(461058)",1.3242008820651516,103.94112528450631,0.9029,1.0835,13.54
423,750423,435,1.4537403216329992,103.81821263040932,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,2.7212,3.2655,40.82
342,120342,662,1.318388020657128,103.76985218673458,Blk 353 Clementi Ave 2,MHC,120353,"Blk 353, Clementi Ave 2, S(120353)",1.3143806546682972,103.77077281590697,0.4577,0.5493,6.87
308,540308,5280,1.38957549110391,103.8864075439107,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.3946,4.0735,50.92
331,600331,10744,1.3509651039672916,103.7304480545428,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,0.6478,0.7773,9.72
282,570282,98,1.358118934367895,103.84468893815078,Blk 341 Ang Mo Kio Ave 1,MHC,560341,"Blk 341, Ang Mo Kio Ave 1, S(560341)",1.363845167386306,103.84806730049579,0.7401,0.8881,11.1
423,670423,7158,1.3854021447833529,103.7692120215959,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,5.1707,6.2049,77.56
683A,821683,11053043,1.4043897470610711,103.91524316494974,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.999,7.1987,89.98
324,560324,6332,1.3683852940830283,103.84687361098,Blk 724 Ang Mo Kio Ave 6,MHC,560724,"Blk 724, Ang Mo Kio Ave 6, S(560724)",1.3721725844378232,103.84651031249359,0.4235,0.5082,6.35
224,650224,2610,1.347705917594923,103.75261994276185,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,1.7214,2.0657,25.82
226,570226,4383,1.3583920930846152,103.84708350068999,Blk 341 Ang Mo Kio Ave 1,MHC,560341,"Blk 341, Ang Mo Kio Ave 1, S(560341)",1.363845167386306,103.84806730049579,0.6168,0.7402,9.25
1A,591601,2857,1.3390406503013033,103.77435729091478,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,0.1893,0.2271,2.84
